-2.293410147020551548e+01, -4.323948128495234045e+01
-2.291129054646219743e+01, -4.358621582003632966e+01
-2.288727559185135618e+01, -4.367166330603929936e+01
-2.284222865386863077e+01, -4.325264984679955660e+01
-2.303374150540408749e+01, -4.358614213421510186e+01
-2.298125236769831758e+01, -4.352031603165712426e+01
-2.291287599328492774e+01, -4.369994725604080088e+01
-2.300778809376465617e+01, -4.345334428498176749e+01
-2.288724572362094278e+01, -4.331519583785799199e+01
-2.278710238065767157e+01, -4.322060102952733729e+01
-2.292848908829721566e+01, -4.340224512033364590e+01
-2.300578555820118609e+01, -4.328730869365964651e+01
-2.290941757018417135e+01, -4.342022348948746924e+01
-2.287930854180844520e+01, -4.325968427332374944e+01
-2.284224128681028532e+01, -4.355687320276479824e+01
-2.293249136330296878e+01, -4.317796729417186441e+01
-2.291039940119531693e+01, -4.373368453487372420e+01
-2.293151278753397193e+01, -4.352524938416907929e+01
-2.290919410870504436e+01, -4.336797172477588447e+01
-2.294680026349281121e+01, -4.322749010201188469e+01
-2.287570181395795998e+01, -4.364065297733282733e+01
-2.300075866564054650e+01, -4.330255763816330017e+01
-2.286035910885583888e+01, -4.363413129294590220e+01
-2.297986162784269837e+01, -4.320676331642838619e+01
-2.294310128290114292e+01, -4.355626366117731862e+01
-2.290883781463325519e+01, -4.361995716237551335e+01
-2.296723077861097195e+01, -4.352304733762287015e+01
-2.283660268570409713e+01, -4.341538833767476291e+01
-2.292532186560711338e+01, -4.358348630926622747e+01
-2.292213257820608519e+01, -4.340823805964744508e+01
-2.290869589219764180e+01, -4.326346189859471991e+01
-2.296885725178419690e+01, -4.363679538983277695e+01
-2.287761846717181768e+01, -4.345018444030436200e+01
-2.287912595432685592e+01, -4.351168071805165738e+01
-2.298403165689924421e+01, -4.359107043368639722e+01
-2.296214653616544155e+01, -4.323400503816132101e+01
-2.299224759559766795e+01, -4.339456719030007292e+01
-2.300928863820143988e+01, -4.351485303714934361e+01
-2.296901279054155864e+01, -4.333253162376151124e+01
-2.287145221520868077e+01, -4.350842099934122587e+01
-2.283852096581628643e+01, -4.327714685995885446e+01
-2.283528611988480606e+01, -4.340613773579675438e+01
-2.290791569912527592e+01, -4.376742040120625887e+01
-2.294482950208858441e+01, -4.372224456142810567e+01
-2.299811799457199868e+01, -4.328405044652895839e+01
-2.296522148905818739e+01, -4.371352980465541549e+01
-2.292889555361210085e+01, -4.350674664899292310e+01
-2.293674045547994211e+01, -4.356225439892039475e+01
-2.295366771550907359e+01, -4.368251616414643479e+01
-2.293807306047655814e+01, -4.326723986359758811e+01
-2.287499039183345317e+01, -4.343168239637201111e+01
-2.301151687322397166e+01, -4.342884514875858315e+01
-2.280617906027571706e+01, -4.320261739690066349e+01
-2.292454063041990153e+01, -4.337448898612358761e+01
-2.291664530398309907e+01, -4.367545874011378970e+01
-2.293918069880770005e+01, -4.352850956696061502e+01
-2.287014174226564478e+01, -4.349917042476455720e+01
-2.287162890941389648e+01, -4.325642694461613758e+01
-2.298479533757264548e+01, -4.344356498046466442e+01
-2.292547442164087101e+01, -4.363572964243608965e+01
-2.282050333696537336e+01, -4.325213004192583810e+01
-2.287276212282521470e+01, -4.351767153715634606e+01
